leading_item_id,following_item_id,value
UXSPKBJR,EVBVXETX,5330764
UXSPKBJR,FITUEHWN,73896
UXSPKBJR,FRHNWLNI,820876
UXSPKBJR,FWUCPMMW,29241
UXSPKBJR,GYHKIVQT,21600637
UXSPKBJR,HXYSSRXE,5124484
UXSPKBJR,IGDVVKUD,30642
UXSPKBJR,JPBRUTWP,5347589
UXSPKBJR,LRVGFDFM,8290431
UXSPKBJR,NZKBIBNU,262417
UXSPKBJR,OJIFIHMZ,2702382
UXSPKBJR,OXKURKXR,109121
UXSPKBJR,QRKRBYJL,2484083
UXSPKBJR,QVLMOEYE,1088916
UXSPKBJR,RAWUKQMJ,3917852
UXSPKBJR,RCBZUSIM,31913
UXSPKBJR,ROACSLMG,2405832
UXSPKBJR,SDWAYPIK,5220939
UXSPKBJR,UGEQLMXM,200070
UXSPKBJR,UIFPPCLR,84317
UXSPKBJR,VBYCLTYZ,284095
UXSPKBJR,WQMVCOEM,69557
UXSPKBJR,XIIEJNEE,78456
UXSPKBJR,XUOIQPFL,3245599
VBYCLTYZ,APQGTRMF,53214
VBYCLTYZ,ATLDMDBO,39090550
VBYCLTYZ,AXULOHBQ,79473
VBYCLTYZ,BEZYMBBT,3622227
VBYCLTYZ,BJALXPFS,153012
VBYCLTYZ,BLANHGYY,35244
VBYCLTYZ,BTMOEMEP,12755079
VBYCLTYZ,DBWLZWNK,238180
VBYCLTYZ,DJBLNPNC,30122
VBYCLTYZ,DNMPSKTB,5339860
VBYCLTYZ,DUCMGGNW,893337
VBYCLTYZ,FDXPMYGF,31913
VBYCLTYZ,FRHNWLNI,810589
VBYCLTYZ,GYHKIVQT,21600637
VBYCLTYZ,HXYSSRXE,5124484
VBYCLTYZ,IGDVVKUD,30642
VBYCLTYZ,JPBRUTWP,5242010
VBYCLTYZ,OKMBFVKS,1755132
VBYCLTYZ,OXKURKXR,110362
VBYCLTYZ,QRKRBYJL,2644714
VBYCLTYZ,QVLMOEYE,1080786
VBYCLTYZ,RAWUKQMJ,3917852
VBYCLTYZ,RCBZUSIM,30122
VBYCLTYZ,SDWAYPIK,5246055
VBYCLTYZ,UGEQLMXM,180648
VBYCLTYZ,UIFPPCLR,81430
VBYCLTYZ,UXSPKBJR,379872
VBYCLTYZ,WBLJNPZQ,210308
VBYCLTYZ,WHPUAOID,47356
VBYCLTYZ,WQMVCOEM,63254
VBYCLTYZ,XUOIQPFL,3315538
VMAQSTJE,AHMDUILJ,133942
VMAQSTJE,JPBRUTWP,5242010
VMAQSTJE,KEUWZRKO,323616
VMAQSTJE,LUENUFGA,3714933
VMAQSTJE,OGAFEHLU,32028
VMAQSTJE,OJIFIHMZ,2732536
VMAQSTJE,PYZMVUWD,32028
VMAQSTJE,RCBZUSIM,32028
VMAQSTJE,SDWAYPIK,5200214
VMAQSTJE,SNHYOVBM,348800
VMAQSTJE,STZDBITS,35924841
VMAQSTJE,UIFPPCLR,85444
VMAQSTJE,VWMBASNE,137456
VMAQSTJE,XIFHSOWQ,93629
VMAQSTJE,XUOIQPFL,3423436
VUAFAIYJ,CCLHWFWF,26019872
VUAFAIYJ,DEWLVASR,343011
VUAFAIYJ,ELQGMQWE,506947
VUAFAIYJ,KJNSOAHR,12683867
VUAFAIYJ,LLHREMKS,68303
VUAFAIYJ,LRVGFDFM,8062733
VUAFAIYJ,WBLJNPZQ,204522
VUAFAIYJ,WHPUAOID,48859
VUAFAIYJ,ZCELVYQU,179389
VUAFAIYJ,ZXERAXWP,35511
VWMBASNE,AHMDUILJ,117056
VWMBASNE,BSRMSVTC,284666
VWMBASNE,CCLHWFWF,28394572
VWMBASNE,LRVGFDFM,8062733
VWMBASNE,MIRCVAMV,45594
VWMBASNE,WBLJNPZQ,210308
VWMBASNE,XIPPENFQ,117102
WBLJNPZQ,ATLDMDBO,39252519
WBLJNPZQ,AXULOHBQ,78232
WBLJNPZQ,BJALXPFS,153012
WBLJNPZQ,BSRMSVTC,310833
WBLJNPZQ,BTMOEMEP,13466303
WBLJNPZQ,CCLHWFWF,25881840
WBLJNPZQ,DBWLZWNK,238180
WBLJNPZQ,DNMPSKTB,5339860
WBLJNPZQ,GYHKIVQT,21600637
WBLJNPZQ,HXYSSRXE,5124484
WBLJNPZQ,JERHKLYW,46801
WBLJNPZQ,JPBRUTWP,5362142
WBLJNPZQ,LRVGFDFM,8415787
WBLJNPZQ,LSOIUSXD,217322
WBLJNPZQ,MIRCVAMV,45594
WBLJNPZQ,OGAFEHLU,31913
WBLJNPZQ,OKMBFVKS,1755132
WBLJNPZQ,OXKURKXR,109121
WBLJNPZQ,PYZMVUWD,31913
WBLJNPZQ,QKXNTIIB,2572687
WBLJNPZQ,QRKRBYJL,2619599
WBLJNPZQ,QVLMOEYE,1116188
WBLJNPZQ,RAWUKQMJ,3868824
WBLJNPZQ,SDWAYPIK,5220939
WBLJNPZQ,UGEQLMXM,200070
WBLJNPZQ,UIFPPCLR,84203
WBLJNPZQ,VMAQSTJE,70104
WBLJNPZQ,XIFHSOWQ,92389
WBLJNPZQ,XUOIQPFL,3315538
WHPUAOID,DUCMGGNW,825516
WHPUAOID,FDXPMYGF,33314
WHPUAOID,FITUEHWN,73896
WHPUAOID,FRHNWLNI,806301
WHPUAOID,LLHREMKS,68303
WHPUAOID,LRVGFDFM,8523952
WHPUAOID,OJIFIHMZ,2732536
WHPUAOID,WBLJNPZQ,194664
WHPUAOID,XIIEJNEE,83136
WHPUAOID,XMKRPGLB,894373
WPQXWHYO,AANGBULD,277258
WPQXWHYO,EVBVXETX,5175144
WPQXWHYO,FDXPMYGF,32028
WPQXWHYO,KJNSOAHR,13334959
WPQXWHYO,NZKBIBNU,280834
WPQXWHYO,RJGPVEXX,507664
WPQXWHYO,XIIEJNEE,78570
WPQXWHYO,ZKENOUDA,323616
WPQXWHYO,ZXERAXWP,35511
WQMVCOEM,AXULOHBQ,75460
WQMVCOEM,BJALXPFS,147226
WQMVCOEM,BLANHGYY,35404
WQMVCOEM,DNMPSKTB,5197327
WQMVCOEM,FDXPMYGF,33314
WQMVCOEM,FRHNWLNI,820876
WQMVCOEM,HXYSSRXE,4981951
WQMVCOEM,JPBRUTWP,5242010
WQMVCOEM,OGAFEHLU,33314
WQMVCOEM,SUOYXCHP,39869
XIFHSOWQ,AHMDUILJ,133942
XIFHSOWQ,LUENUFGA,3534198
XIFHSOWQ,MIRCVAMV,37948
XIFHSOWQ,SAHWCZNH,2103133
XIFHSOWQ,VWMBASNE,130429
XIFHSOWQ,XIPPENFQ,107244
XIIEJNEE,APQGTRMF,53374
XIIEJNEE,ATLDMDBO,39090550
XIIEJNEE,AXULOHBQ,75460
XIIEJNEE,BTMOEMEP,12922942
XIIEJNEE,BUZIIBYG,17736179
XIIEJNEE,DBWLZWNK,227151
XIIEJNEE,DNMPSKTB,5197327
XIIEJNEE,DUCMGGNW,850374
XIIEJNEE,EVBVXETX,5175144
XIIEJNEE,FITUEHWN,71123
XIIEJNEE,FRHNWLNI,820876
XIIEJNEE,FWUCPMMW,30642
XIIEJNEE,HXYSSRXE,4981951
XIIEJNEE,IGDVVKUD,30642
XIIEJNEE,JPBRUTWP,5242010
XIIEJNEE,LRVGFDFM,8138960
XIIEJNEE,OKMBFVKS,1719071
XIIEJNEE,QRKRBYJL,2514187
XIIEJNEE,QVLMOEYE,1080786
XIIEJNEE,RAWUKQMJ,3868824
XIIEJNEE,RCBZUSIM,33314
XIIEJNEE,ROACSLMG,2390496
XIIEJNEE,SAAYMURU,40384
XIIEJNEE,SDWAYPIK,5083346
XIIEJNEE,SNHYOVBM,321489
XIIEJNEE,SUOYXCHP,39869
XIIEJNEE,UGEQLMXM,190936
XIIEJNEE,UXSPKBJR,379872
XIIEJNEE,VBYCLTYZ,300117
XIIEJNEE,VWMBASNE,130429
XIIEJNEE,WHPUAOID,50259
XIPPENFQ,AHMDUILJ,133942
XIPPENFQ,DDEXPPXU,30122
XIPPENFQ,KAGJCHMR,28947
XIPPENFQ,LPHPPJUG,1119029
XIPPENFQ,MIRCVAMV,37948
XIPPENFQ,ZGJXVMNI,2875415
XMKRPGLB,BEZYMBBT,3727807
XMKRPGLB,BSRMSVTC,284666
XMKRPGLB,KAGJCHMR,32533
XMKRPGLB,ROACSLMG,2405832
XMKRPGLB,SAAYMURU,39097
XMKRPGLB,SNHYOVBM,329618
XMKRPGLB,VMAQSTJE,75277
XUOIQPFL,APQGTRMF,51973
XUOIQPFL,ATLDMDBO,39090550
XUOIQPFL,BEZYMBBT,3622227
XUOIQPFL,BTMOEMEP,13466303
XUOIQPFL,DBWLZWNK,238180
XUOIQPFL,DJBLNPNC,31913
XUOIQPFL,DNMPSKTB,5184188
XUOIQPFL,GYHKIVQT,21600637
XUOIQPFL,HXYSSRXE,5124484
XUOIQPFL,IGDVVKUD,29241
XUOIQPFL,JPBRUTWP,5362142
XUOIQPFL,LRVGFDFM,8046738
XUOIQPFL,LSOIUSXD,217322
XUOIQPFL,OGAFEHLU,33314
XUOIQPFL,OKMBFVKS,1755132
XUOIQPFL,OXKURKXR,103335
XUOIQPFL,QRKRBYJL,2619599
XUOIQPFL,QVLMOEYE,1116188
XUOIQPFL,RAWUKQMJ,3917852
XUOIQPFL,RCBZUSIM,31913
XUOIQPFL,SDWAYPIK,5220939
XUOIQPFL,UGEQLMXM,190936
XUOIQPFL,UIFPPCLR,84203
XUOIQPFL,UXSPKBJR,402504
XUOIQPFL,VBYCLTYZ,309252
XUOIQPFL,VWMBASNE,136215
XUOIQPFL,WBLJNPZQ,204522
XUOIQPFL,WQMVCOEM,72329
XUOIQPFL,XIIEJNEE,70441
YSYHGLQK,AANGBULD,303505
YSYHGLQK,HCDTGMST,75460
YSYHGLQK,KAGJCHMR,35595
YSYHGLQK,LPHPPJUG,1167208
YSYHGLQK,VMAQSTJE,76563
YSYHGLQK,XMKRPGLB,894373
YSYHGLQK,ZXERAXWP,38983
ZCELVYQU,ATLDMDBO,39554940
ZCELVYQU,AXULOHBQ,81408
ZCELVYQU,BJALXPFS,165870
ZCELVYQU,BLANHGYY,37179
ZCELVYQU,DNMPSKTB,5824789
ZCELVYQU,ELQGMQWE,521523
ZCELVYQU,FDXPMYGF,35089
ZCELVYQU,FWUCPMMW,32417
ZCELVYQU,KJNSOAHR,12683867
ZCELVYQU,LSOIUSXD,233618
ZCELVYQU,MBSBZBXA,4279996
ZCELVYQU,UGEQLMXM,177092
ZCELVYQU,VBYCLTYZ,353058
ZCELVYQU,WBLJNPZQ,223166
ZCELVYQU,ZXERAXWP,40384
ZGJXVMNI,AANGBULD,303505
ZGJXVMNI,DDEXPPXU,32028
ZGJXVMNI,DEWLVASR,328435
ZGJXVMNI,ELQGMQWE,555127
ZGJXVMNI,EVBVXETX,5157551
ZGJXVMNI,FITUEHWN,61265
ZGJXVMNI,FQCLOEXA,1825587
ZGJXVMNI,FTSVTTSR,195052
ZGJXVMNI,JSLXRQOK,29355
ZGJXVMNI,KJNSOAHR,12683867
ZGJXVMNI,LPHPPJUG,1119029
ZGJXVMNI,LTOYKIML,348895
ZGJXVMNI,MBSBZBXA,4376701
ZGJXVMNI,NAQIHUKZ,30122
ZGJXVMNI,NZKBIBNU,258129
ZGJXVMNI,RJGPVEXX,522240
ZGJXVMNI,UQYUIVVR,6403439
ZGJXVMNI,VUAFAIYJ,747264
ZGJXVMNI,WPQXWHYO,12530226
ZGJXVMNI,ZKENOUDA,300911
ZGJXVMNI,ZXERAXWP,38983
ZKENOUDA,AANGBULD,277258
ZKENOUDA,DEWLVASR,328435
ZKENOUDA,ELQGMQWE,506947
ZKENOUDA,EVBVXETX,5157551
ZKENOUDA,FITUEHWN,71123
ZKENOUDA,FQCLOEXA,1811386
ZKENOUDA,FTSVTTSR,204910
ZKENOUDA,GKQIJYDH,21977503
ZKENOUDA,KJNSOAHR,12683867
ZKENOUDA,MBSBZBXA,4279996
ZKENOUDA,NAQIHUKZ,30122
ZKENOUDA,RJGPVEXX,507664
ZKENOUDA,VUAFAIYJ,705509
ZKENOUDA,WPQXWHYO,12145996
ZKENOUDA,XIIEJNEE,70441
ZKENOUDA,ZCELVYQU,189542
ZKENOUDA,ZGJXVMNI,2808361
ZKENOUDA,ZXERAXWP,37480
ZXERAXWP,AANGBULD,277258
ZXERAXWP,FITUEHWN,61265
ZXERAXWP,FRHNWLNI,806301
ZXERAXWP,FWUCPMMW,27449
ZXERAXWP,KJNSOAHR,12683867
ZXERAXWP,LTOYKIML,309660
ZXERAXWP,WHPUAOID,45386
ZXERAXWP,YSYHGLQK,27449
ZXERAXWP,ZKENOUDA,300911
